Force (lbf),Resistance (Ohms),Expected Resistance (Ohms),Percent Error (%)
8.5152,2997.94453,3279.76542,-8.59
8.5179,3062.58678,3278.58594,-6.59
8.5162,2990.29227,3279.32848,-8.81
8.5131,3067.63671,3280.68334,-6.49
8.5162,2904.89162,3279.32848,-11.42
8.5153,3093.60621,3279.72172,-5.67
8.519,3061.29796,3278.10565,-6.61
8.5187,2966.19137,3278.23662,-9.52
8.5196,3054.76176,3277.84372,-6.81
8.5142,3004.64974,3280.20246,-8.4
8.5171,3029.0712,3278.93533,-7.62
8.5161,3236.23854,3279.37217,-1.32
8.5178,3100.50533,3278.62961,-5.43
8.5246,3133.94954,3275.66254,-4.33
8.5226,3272.25886,3276.53469,-0.13
8.5177,3032.036,3278.67328,-7.52
8.5153,2919.40331,3279.72172,-10.99
8.5182,3030.41296,3278.45494,-7.57
8.5108,3146.03143,3281.68923,-4.13
8.5158,3125.05102,3279.50324,-4.71
8.5158,3028.37561,3279.50324,-7.66
8.5146,3051.14936,3280.02763,-6.98
8.522,3005.81378,3276.79641,-8.27
8.5146,3099.24692,3280.02763,-5.51
8.5135,2979.54777,3280.50846,-9.17
8.5192,2998.61276,3278.01833,-8.52
8.5193,2897.83288,3277.97468,-11.6
8.5165,3053.39643,3279.19742,-6.89
8.5123,3097.77289,3281.03315,-5.59
8.5145,2926.13431,3280.07134,-10.79
8.5146,3076.53808,3280.02763,-6.2
8.5148,3011.63688,3279.94022,-8.18
8.5085,2919.25971,3282.69571,-11.07
8.5192,2906.94797,3278.01833,-11.32
8.516,3080.12312,3279.41586,-6.08
8.5128,3110.42324,3280.81451,-5.19
8.5149,2869.66709,3279.89652,-12.51
8.5077,3008.6962,3283.04593,-8.36
8.5121,3050.46403,3281.12061,-7.03
8.5164,3036.99702,3279.24111,-7.39
8.5194,2965.94714,3277.93102,-9.52
8.512,2937.74527,3281.16435,-10.47
8.5206,2849.99137,3277.40727,-13.04
8.5216,2996.64698,3276.97092,-8.55
8.5136,3175.50597,3280.46474,-3.2
8.5105,2927.47858,3281.82048,-10.8
8.511,2993.37021,3281.60174,-8.78
8.5118,2873.36506,3281.25182,-12.43
8.5116,2961.84756,3281.33929,-9.74
8.5098,2925.97826,3282.12676,-10.85
8.5119,3008.22965,3281.20808,-8.32
8.5103,2850.74904,3281.90798,-13.14
8.5175,2844.32018,3278.76063,-13.25
8.5366,2887.15604,3270.43885,-11.72
8.5395,2961.46819,3269.1788,-9.41
8.5425,2994.05963,3267.87627,-8.38
8.5153,2999.91536,3279.72172,-8.53
8.5236,3111.60953,3276.09856,-5.02
8.5133,2945.78306,3280.5959,-10.21
8.5104,2905.02416,3281.86423,-11.48
8.5053,2991.02946,3284.09699,-8.92
8.5056,3020.40785,3283.96558,-8.03
8.5098,2950.3693,3282.12676,-10.11
8.5128,2846.11069,3280.81451,-13.25
8.5121,2950.33059,3281.12061,-10.08
8.5185,2773.87973,3278.32395,-15.39
8.5195,2911.01862,3277.88737,-11.19
8.5203,2831.70107,3277.53819,-13.6
8.5216,3206.85588,3276.97092,-2.14
8.5241,3020.55633,3275.88054,-7.79
8.5266,3032.77054,3274.79084,-7.39
8.509,2911.53896,3282.47686,-11.3
8.5127,3005.40676,3280.85823,-8.4
8.5075,2929.20644,3283.13349,-10.78
8.5325,2916.82428,3272.22185,-10.86
8.5261,3154.05171,3275.00872,-3.69
8.5305,2941.02363,3273.09227,-10.15
8.5319,3161.22674,3272.48293,-3.4
8.5207,3064.02234,3277.36363,-6.51
8.5274,2944.14919,3274.44228,-10.09
